# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_exon_variant	variants_effect_protein_protein_contact	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MIR6756	MIR6756	NR_106814.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR6767	MIR6767	NR_106825.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR6806	MIR6806	NR_106864.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR6882	MIR6882	NR_106942.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR7853	MIR7853	NR_107007.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MISP	MISP	NM_173481.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MKRN3	MKRN3	NM_005664.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MLPH	MLPH	NM_001042467.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MLPH	MLPH	NM_001281473.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MLPH	MLPH	NM_001281474.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MLPH	MLPH	NM_024101.6		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MLPH	MLPH	NR_104019.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MMP13	MMP13	NM_002427.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MORC1	MORC1	NM_014429.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MOV10	MOV10	NM_001130079.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MOV10	MOV10	NM_001286072.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MOV10	MOV10	NM_020963.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MPL	MPL	NM_005373.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MRC2	MRC2	NM_006039.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MRGPRX1	MRGPRX1	NM_147199.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MROH2A	MROH2A	NM_001287395.1		1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
MS4A14	MS4A14	NM_001079692.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MS4A14	MS4A14	NM_001261827.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MS4A14	MS4A14	NM_001261828.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MS4A14	MS4A14	NM_032597.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MS4A14	MS4A14	NR_049731.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MS4A14	MS4A14	NR_049732.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MS4A14	MS4A14	NR_049733.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MS4A14	MS4A14	NR_049734.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MSANTD1	MSANTD1	NM_001042690.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MSGN1	MSGN1	NM_001105569.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MSTN	MSTN	NM_005259.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MTA1	MTA1	NM_001203258.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTA1	MTA1	NM_004689.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MTMR10	MTMR10	NM_017762.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MTMR8	MTMR8	NM_017677.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MTMR9	MTMR9	NM_015458.3		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MTPAP	MTPAP	NM_018109.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MTSS1L	MTSS1L	NM_138383.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MUC16	MUC16	NM_024690.2		0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
MUC19	MUC19	NM_173600.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MUC2	MUC2	NM_002457.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MUC7	MUC7	NM_001145006.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MUC7	MUC7	NM_001145007.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MUC7	MUC7	NM_152291.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MUSK	MUSK	NM_001166280.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MUSK	MUSK	NM_001166281.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MUSK	MUSK	NM_005592.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MXRA5	MXRA5	NM_015419.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYH15	MYH15	NM_014981.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MYH2	MYH2	NM_001100112.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYH2	MYH2	NM_017534.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYH4	MYH4	NM_017533.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYH7	MYH7	NM_000257.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MYHAS	MYHAS	NR_125367.1		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MYL1	MYL1	NM_079420.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYL1	MYL1	NM_079422.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYO18B	MYO18B	NM_032608.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYO1F	MYO1F	NM_012335.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYO3B	MYO3B	NM_001083615.3		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MYO3B	MYO3B	NM_138995.4		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MYO3B	MYO3B	NR_045682.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MYO3B	MYO3B	NR_045683.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MYO3B	MYO3B	NR_045684.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MYO5A	MYO5A	NM_000259.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYO5A	MYO5A	NM_001142495.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYO9B	MYO9B	NM_001130065.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MYO9B	MYO9B	NM_004145.3		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MYOCD	MYOCD	NM_001146312.2		0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MYOCD	MYOCD	NM_153604.3		0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
MYRIP	MYRIP	NM_001284423.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYRIP	MYRIP	NM_001284424.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYRIP	MYRIP	NM_001284425.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYRIP	MYRIP	NM_001284426.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYRIP	MYRIP	NM_015460.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYRIP	MYRIP	NR_104316.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MYT1	MYT1	NM_004535.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYT1L	MYT1L	NM_001303052.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MYT1L	MYT1L	NM_015025.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MZT2A	MZT2A	NM_001085365.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NADK	NADK	NM_001198993.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NADK	NADK	NM_001198994.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NADK	NADK	NM_023018.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NAF1	NAF1	NM_001128931.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NAF1	NAF1	NM_138386.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NALCN	NALCN	NM_052867.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
NARFL	NARFL	NM_001304799.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NARFL	NARFL	NM_022493.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NAT10	NAT10	NM_001144030.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NAT10	NAT10	NM_024662.2		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NAV1	NAV1	NM_001167738.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NAV1	NAV1	NM_020443.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NAV2	NAV2	NM_001111018.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NAV2	NAV2	NM_001111019.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NAV2	NAV2	NM_001244963.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NAV2	NAV2	NM_145117.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NAV2	NAV2	NM_182964.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NAV3	NAV3	NM_001024383.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NAV3	NAV3	NM_014903.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NBAS	NBAS	NM_015909.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NBAS	NBAS	NR_052013.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCAPG2	NCAPG2	NM_001281932.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCAPG2	NCAPG2	NM_001281933.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCAPG2	NCAPG2	NM_017760.6		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCAPG2	NCAPG2	NR_104054.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCKAP1L	NCKAP1L	NM_001184976.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCKAP1L	NCKAP1L	NM_005337.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCKAP5	NCKAP5	NM_207363.2		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NCKAP5	NCKAP5	NM_207481.3		0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NCKAP5L	NCKAP5L	NM_001037806.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCOA5	NCOA5	NM_020967.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NDST3	NDST3	NM_004784.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NDST4	NDST4	NM_022569.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NDUFC2	NDUFC2	NM_001204054.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NDUFC2	NDUFC2	NM_001204055.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NDUFC2	NDUFC2	NM_004549.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NDUFC2-KCTD14	NDUFC2-KCTD14	NM_001203260.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NDUFC2-KCTD14	NDUFC2-KCTD14	NM_001203261.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NDUFC2-KCTD14	NDUFC2-KCTD14	NM_001203262.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NEB	NEB	NM_001164507.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NEB	NEB	NM_001164508.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NEB	NEB	NM_001271208.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NEB	NEB	NM_004543.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NEBL	NEBL	NM_001173484.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NEBL	NEBL	NM_006393.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NEBL	NEBL	NM_213569.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NEDD4	NEDD4	NM_001284338.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
NEDD4	NEDD4	NM_001284339.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
NEDD4	NEDD4	NM_001284340.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NEDD4	NEDD4	NM_006154.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
NEDD4	NEDD4	NM_198400.3		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NEDD4	NEDD4	NR_104302.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NEIL3	NEIL3	NM_018248.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NEO1	NEO1	NM_001172623.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NEO1	NEO1	NM_001172624.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NEO1	NEO1	NM_002499.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NES	NES	NM_006617.1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NETO1	NETO1	NM_001201465.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NETO1	NETO1	NM_138966.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NEUROD4	NEUROD4	NM_021191.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NFIB	NFIB	NM_001190737.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NFIB	NFIB	NM_001190738.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NFIB	NFIB	NM_005596.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NFIX	NFIX	NM_001271043.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NFIX	NFIX	NM_001271044.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NFIX	NFIX	NM_002501.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NFRKB	NFRKB	NM_001143835.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NFRKB	NFRKB	NM_006165.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NHS	NHS	NM_001136024.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NHS	NHS	NM_001291867.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NHS	NHS	NM_001291868.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NHS	NHS	NM_198270.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NIPAL2	NIPAL2	NM_024759.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
NLRP1	NLRP1	NM_001033053.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP1	NLRP1	NM_014922.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP1	NLRP1	NM_033004.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP1	NLRP1	NM_033006.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP1	NLRP1	NM_033007.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP13	NLRP13	NM_176810.2		1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
NLRP14	NLRP14	NM_176822.3		1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
NLRP3	NLRP3	NM_001079821.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP3	NLRP3	NM_001127461.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP3	NLRP3	NM_001127462.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP3	NLRP3	NM_001243133.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP3	NLRP3	NM_004895.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP3	NLRP3	NM_183395.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP4	NLRP4	NM_134444.4		0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NLRP7	NLRP7	NM_001127255.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NLRP7	NLRP7	NM_139176.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NLRP7	NLRP7	NM_206828.3		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NLRP8	NLRP8	NM_001317000.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRP8	NLRP8	NM_176811.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRX1	NLRX1	NM_001282143.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRX1	NLRX1	NM_001282144.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRX1	NLRX1	NM_001282358.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NLRX1	NLRX1	NM_024618.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOD2	NOD2	NM_001293557.1		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NOD2	NOD2	NM_022162.2		0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NOS3	NOS3	NM_000603.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOS3	NOS3	NM_001160109.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOS3	NOS3	NM_001160110.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOS3	NOS3	NM_001160111.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOX4	NOX4	NM_001143836.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOX4	NOX4	NM_001143837.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOX4	NOX4	NM_001291926.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOX4	NOX4	NM_001291927.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOX4	NOX4	NM_001291929.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOX4	NOX4	NM_001300995.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOX4	NOX4	NM_016931.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR4A2	NR4A2	NM_006186.3		1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
NRAS	NRAS	NM_002524.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRDE2	NRDE2	NM_017970.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_001159995.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_001159996.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_001159999.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_001160001.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_001160004.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_001160008.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_013956.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_013957.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_013960.3		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_013964.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRIP1	NRIP1	NM_003489.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN1	NRXN1	NM_001135659.1		0	0	3	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
NRXN1	NRXN1	NM_004801.4		0	0	3	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
NRXN3	NRXN3	NM_004796.5		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRXN3	NRXN3	NR_073547.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NSUN7	NSUN7	NM_024677.4		0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NT5C1B	NT5C1B	NM_001002006.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NT5C1B	NT5C1B	NM_001199086.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NT5C1B	NT5C1B	NM_001199087.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NT5C1B	NT5C1B	NM_001199088.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NT5C1B	NT5C1B	NM_033253.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NT5C1B-RDH14	NT5C1B-RDH14	NM_001199103.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NT5C1B-RDH14	NT5C1B-RDH14	NM_001199104.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTM	NTM	NM_001048209.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTM	NTM	NM_001144058.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTM	NTM	NM_001144059.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTM	NTM	NM_016522.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUF2	NUF2	NM_031423.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUF2	NUF2	NM_145697.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUGGC	NUGGC	NM_001010906.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUMBL	NUMBL	NM_001289979.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUMBL	NUMBL	NM_001289980.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUMBL	NUMBL	NM_004756.4		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUTM1	NUTM1	NM_001284292.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUTM1	NUTM1	NM_001284293.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NUTM1	NUTM1	NM_175741.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NWD1	NWD1	NM_001007525.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NWD1	NWD1	NM_001290355.1		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NYAP1	NYAP1	NM_173564.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OBSCN	OBSCN	NM_001098623.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OBSCN	OBSCN	NM_001271223.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OBSCN	OBSCN	NM_052843.3		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OBSL1	OBSL1	NM_001173431.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OBSL1	OBSL1	NM_015311.2		0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
